Person1,Person2,type
1542,1004,friend
368,2637,friend
2336,531,friend
887,2311,friend
1957,1749,friend
168,326,friend
960,983,friend
604,2476,acquaintance
1733,2988,acquaintance
753,1298,acquaintance
1511,1991,best friend
415,2136,best friend
975,1768,acquaintance
2614,1076,acquaintance
1077,13,friend
2300,2472,friend
2268,2116,acquaintance
1297,2860,acquaintance
438,100,acquaintance
2754,1360,acquaintance
1960,1366,acquaintance
2938,1669,acquaintance
1979,1458,acquaintance
404,171,acquaintance
1911,2735,acquaintance
761,2549,acquaintance
364,1623,friend
832,1667,acquaintance
298,489,acquaintance
2241,348,best friend
1041,2302,acquaintance
1283,1572,friend
2523,1232,acquaintance
166,60,acquaintance
2015,2257,friend
1145,419,acquaintance
1239,2801,acquaintance
1291,177,acquaintance
1185,2202,acquaintance
1448,1757,acquaintance
1145,2214,acquaintance
734,1098,friend
1298,706,acquaintance
2892,2257,acquaintance
1834,2204,friend
1994,1853,best friend
38,382,friend
2323,2334,friend
1012,1246,friend
2572,2488,acquaintance
686,2332,acquaintance
1665,1950,friend
971,842,acquaintance
1481,360,acquaintance
2140,2509,friend
702,1014,friend
1232,1669,acquaintance
1366,1871,acquaintance
2288,1401,friend
1538,156,friend
959,995,acquaintance
1783,753,friend
2883,2550,acquaintance
2490,949,acquaintance
1775,2939,friend
243,571,acquaintance
962,1784,acquaintance
851,2883,acquaintance
822,2420,acquaintance
1622,31,friend
949,1094,acquaintance
1496,479,acquaintance
1973,1300,best friend
2655,868,acquaintance
168,1544,acquaintance
250,2971,acquaintance
845,2995,acquaintance
2523,479,acquaintance
2606,19,best friend
538,2133,acquaintance
138,1045,acquaintance
2594,2953,friend
2837,2287,acquaintance
1781,1239,acquaintance
1099,1966,friend
2575,2326,acquaintance
883,1509,friend
19,1411,acquaintance
486,858,friend
2873,1704,friend
2002,1851,friend
636,1244,acquaintance
290,2734,acquaintance
2575,2105,best friend
899,2424,friend
2320,394,acquaintance
2680,1165,acquaintance
355,1957,friend
210,197,acquaintance
336,604,acquaintance
454,1335,acquaintance
853,1817,acquaintance
1875,1854,acquaintance
412,1751,acquaintance
1030,2165,friend
1359,2191,acquaintance
438,1832,friend
585,492,acquaintance
2668,587,acquaintance
323,425,acquaintance
2721,2181,friend
1801,1480,acquaintance
810,1461,friend
156,1986,acquaintance
734,1504,acquaintance
1232,889,friend
554,2768,friend
1285,642,acquaintance
1999,2334,friend
1939,2971,best friend
647,2105,acquaintance
2323,2524,friend
1683,426,acquaintance
1149,571,acquaintance
1458,1455,friend
822,686,acquaintance
31,1755,acquaintance
800,104,friend
1214,2810,acquaintance
358,64,acquaintance
297,2002,acquaintance
1244,1351,acquaintance
497,1980,friend
2247,38,acquaintance
2903,274,acquaintance
1767,2245,acquaintance
2773,1027,friend
2924,623,best friend
1542,1863,acquaintance
2768,2832,acquaintance
1315,640,acquaintance
2361,1602,acquaintance
140,1014,acquaintance
2399,1653,friend
382,2386,acquaintance
2073,1796,acquaintance
985,547,acquaintance
547,2556,friend
1853,2655,acquaintance
69,1783,acquaintance
351,2617,best friend
312,1241,acquaintance
77,168,acquaintance
1099,2168,friend
2808,851,friend
2618,1509,acquaintance
652,65,acquaintance
1223,1560,acquaintance
2903,2373,acquaintance
2191,612,acquaintance
258,1902,acquaintance
419,2424,acquaintance
822,2332,friend
1566,1291,friend
466,2988,friend
2903,823,friend
2818,1069,acquaintance
86,1997,acquaintance
2881,746,acquaintance
344,1252,friend
2291,884,acquaintance
1897,2472,friend
1027,1283,acquaintance
1948,2204,acquaintance
1950,683,acquaintance
873,1230,acquaintance
1455,1447,friend
639,268,friend
418,384,acquaintance
2108,1816,friend
2342,1366,best friend
1767,2219,acquaintance
2006,948,acquaintance
2545,2022,acquaintance
937,1430,acquaintance
571,1246,acquaintance
1517,160,acquaintance
2306,2902,friend
1446,1289,friend
1386,820,acquaintance
469,776,acquaintance
2995,703,friend
1943,384,acquaintance
2237,1566,acquaintance
612,2342,acquaintance
2202,40,friend
2902,1496,friend
431,1641,acquaintance
1082,2287,acquaintance
676,210,acquaintance
2192,1979,acquaintance
2569,2000,acquaintance
758,1015,acquaintance
2559,873,acquaintance
2324,363,acquaintance
1277,2778,acquaintance
1757,2460,acquaintance
2105,1354,friend
2217,1140,acquaintance
822,2227,acquaintance
2247,1775,acquaintance
496,2186,friend
2678,340,acquaintance
2823,1542,best friend
1402,13,acquaintance
1948,2621,acquaintance
711,32,acquaintance
1429,2621,friend
2120,1285,acquaintance
1207,633,acquaintance
2291,1269,acquaintance
1654,847,acquaintance
1364,336,friend
96,2257,acquaintance
1514,310,acquaintance
394,348,friend
2684,2954,acquaintance
1667,2476,acquaintance
2307,2588,friend
2375,391,acquaintance
2569,2300,acquaintance
639,2661,acquaintance
399,2,best friend
2603,1145,friend
1853,2108,friend
361,2495,acquaintance
805,832,best friend
401,2621,acquaintance
1031,1465,acquaintance
65,758,acquaintance
2155,1080,acquaintance
1979,697,best friend
2592,2306,friend
2624,1526,friend
1823,2311,acquaintance
1772,1943,acquaintance
1333,2953,acquaintance
1315,200,friend
543,140,acquaintance
1496,419,friend
497,2901,acquaintance
1481,2379,acquaintance
482,1481,acquaintance
2300,1892,acquaintance
482,2601,acquaintance
0,2538,acquaintance
228,2406,acquaintance
2399,2397,acquaintance
1027,2801,acquaintance
221,741,friend
2028,2227,acquaintance
2386,2268,acquaintance
1871,95,acquaintance
2743,1548,acquaintance
254,386,acquaintance
1943,45,acquaintance
946,1447,best friend
2194,1561,friend
756,140,acquaintance
666,2899,acquaintance
1939,2873,friend
2997,563,acquaintance
1561,2073,acquaintance
32,1667,friend
2377,1359,acquaintance
1828,122,friend
449,1025,acquaintance
1875,1447,acquaintance
2355,2828,friend
800,290,friend
2727,2386,friend
297,2568,friend
1263,2031,acquaintance
854,2978,acquaintance
1768,699,acquaintance
466,1785,best friend
879,1114,acquaintance
230,291,friend
2202,786,acquaintance
703,1804,acquaintance
1027,244,friend
1915,263,friend
805,2837,acquaintance
210,1334,best friend
636,1542,best friend
124,2334,friend
2589,310,best friend
156,2881,acquaintance
1290,2873,acquaintance
2311,1277,friend
1533,686,acquaintance
415,760,acquaintance
1561,2950,friend
1572,1501,acquaintance
2570,601,acquaintance
1542,953,friend
2734,978,acquaintance
1568,2010,acquaintance
2881,2389,friend
1632,1481,acquaintance
1360,1797,acquaintance
391,2379,best friend
697,1892,acquaintance
661,2482,friend
2594,2892,acquaintance
64,1463,acquaintance
1012,1145,friend
32,1514,acquaintance
1769,1520,acquaintance
633,640,acquaintance
1114,2095,acquaintance
2003,1223,acquaintance
336,2444,acquaintance
2229,2110,acquaintance
845,1214,acquaintance
1393,981,acquaintance
845,2225,best friend
2734,611,friend
1185,2628,acquaintance
2154,60,friend
683,2977,best friend
200,2622,friend
1246,612,acquaintance
26,2120,friend
2551,1664,acquaintance
1979,2692,friend
2786,2540,best friend
1299,2312,acquaintance
2385,1447,acquaintance
306,2291,friend
122,425,acquaintance
1977,50,friend
1374,7,acquaintance
454,2183,friend
2464,1871,acquaintance
1516,2572,best friend
1908,572,acquaintance
887,1579,best friend
2295,2277,acquaintance
2706,2194,acquaintance
2053,1998,acquaintance
1065,2291,acquaintance
711,689,friend
975,0,acquaintance
506,156,friend
1236,748,acquaintance
95,2445,best friend
1241,1075,acquaintance
2988,69,acquaintance
507,291,acquaintance
1281,1199,acquaintance
2750,2602,friend
2637,975,acquaintance
2556,459,friend
19,2878,friend
1614,2138,acquaintance
2227,734,acquaintance
1915,382,acquaintance
1980,761,friend
534,254,acquaintance
2472,807,friend
1850,1482,friend
1776,1531,acquaintance
831,1733,friend
364,356,acquaintance
1122,702,friend
427,1907,acquaintance
677,1065,acquaintance
597,33,acquaintance
2194,1394,acquaintance
2010,2828,friend
1836,1513,acquaintance
2568,2857,acquaintance
2186,1289,best friend
1836,2842,acquaintance
2915,1970,friend
1811,1899,acquaintance
1654,821,friend
822,369,acquaintance
1622,2386,acquaintance
2538,173,friend
1109,1393,acquaintance
1865,1277,friend
2018,1386,acquaintance
1899,1591,acquaintance
2872,2465,acquaintance
1335,807,acquaintance
2010,1246,friend
1533,1082,acquaintance
2929,2887,acquaintance
633,2291,acquaintance
887,2884,acquaintance
2379,2399,acquaintance
2257,971,friend
1176,2070,friend
830,1100,acquaintance
1333,1838,acquaintance
491,2145,friend
2978,1584,acquaintance
2972,2306,acquaintance
1988,1360,acquaintance
2287,2307,acquaintance
2525,2945,acquaintance
1155,2105,acquaintance
898,385,best friend
995,1950,acquaintance
2070,1641,acquaintance
1108,978,acquaintance
539,1458,acquaintance
2570,82,best friend
601,2264,acquaintance
2181,1069,friend
759,857,acquaintance
2190,2194,friend
1360,1841,friend
1975,122,acquaintance
1723,1964,acquaintance
2181,1776,acquaintance
2668,2707,acquaintance
290,1538,friend
2162,2028,friend
2801,1045,friend
774,2606,friend
2162,2573,acquaintance
419,368,acquaintance
1244,1241,acquaintance
1285,33,acquaintance
786,369,friend
755,100,friend
1823,1373,acquaintance
1531,2786,friend
263,1241,acquaintance
79,1718,acquaintance
1503,1610,acquaintance
2204,0,friend
2073,2836,friend
1311,1481,acquaintance
2495,1221,friend
2503,489,acquaintance
1966,275,acquaintance
2450,1002,acquaintance
1149,2570,acquaintance
2781,697,friend
543,2899,acquaintance
697,523,acquaintance
1263,839,acquaintance
2524,1911,acquaintance
1823,1606,best friend
1624,2962,friend
2881,2860,acquaintance
2734,981,friend
2839,677,acquaintance
672,1545,acquaintance
569,210,acquaintance
391,1658,acquaintance
2525,2031,friend
2853,263,best friend
519,1080,friend
2311,1108,best friend
1657,1386,friend
1002,251,friend
2083,2154,acquaintance
1507,420,acquaintance
693,1711,best friend
1584,1035,acquaintance
425,1518,friend
1490,2379,acquaintance
2482,2145,acquaintance
2225,2326,acquaintance
2901,2236,acquaintance
1788,2641,friend
433,1704,acquaintance
1459,48,friend
2203,2618,acquaintance
2233,2321,acquaintance
1520,445,best friend
2465,2,acquaintance
2533,531,acquaintance
636,1962,acquaintance
1823,1172,acquaintance
1897,1907,acquaintance
832,2268,friend
184,2872,friend
1335,2083,acquaintance
466,531,acquaintance
2887,732,acquaintance
507,1960,friend
1939,898,best friend
105,2622,acquaintance
2955,184,friend
2973,2881,acquaintance
173,2768,friend
369,2637,friend
245,2533,acquaintance
1415,2291,acquaintance
2929,288,acquaintance
800,361,friend
2389,1217,acquaintance
1538,1045,friend
1151,1823,friend
2534,1205,acquaintance
1797,978,acquaintance
508,824,friend
971,743,friend
244,2070,friend
1351,2285,acquaintance
1122,177,best friend
2655,2,friend
580,2155,acquaintance
510,466,acquaintance
1025,1603,acquaintance
2015,2169,acquaintance
2193,1631,acquaintance
1688,2326,acquaintance
2836,1622,best friend
1102,1991,acquaintance
391,1688,friend
2307,1159,friend
1520,1969,acquaintance
2207,2823,acquaintance
385,1100,best friend
2478,2438,acquaintance
2954,1674,friend
1598,1907,acquaintance
2872,1465,friend
510,386,friend
1241,1260,acquaintance
2202,2842,acquaintance
344,2617,acquaintance
2214,1783,friend
743,884,acquaintance
1242,753,friend
1044,2129,acquaintance
426,445,acquaintance
26,1364,acquaintance
1674,274,acquaintance
433,1756,acquaintance
2530,491,acquaintance
2482,1711,acquaintance
2450,808,friend
2768,2901,acquaintance
27,1455,friend
417,1624,friend
1277,1811,acquaintance
1609,243,acquaintance
2386,237,acquaintance
753,639,acquaintance
1458,2373,acquaintance
562,1938,friend
1606,1138,acquaintance
2390,523,acquaintance
2513,397,friend
27,160,best friend
1727,2798,acquaintance
1816,1863,acquaintance
2516,2110,friend
2022,76,acquaintance
2189,601,acquaintance
0,290,friend
1285,810,acquaintance
2397,2886,acquaintance
1455,433,acquaintance
585,1221,acquaintance
2559,1776,friend
597,32,acquaintance
1834,2342,acquaintance
1311,1964,acquaintance
1181,2361,acquaintance
1624,1881,acquaintance
1986,1289,acquaintance
1751,2444,acquaintance
1281,2641,acquaintance
1436,31,acquaintance
1921,2313,friend
2954,426,friend
1892,2281,friend
483,1907,acquaintance
384,793,best friend
168,563,acquaintance
1909,1455,friend
1980,2924,acquaintance
2477,1853,friend
756,666,acquaintance
2140,2881,acquaintance
390,539,best friend
2002,814,acquaintance
362,2001,friend
2624,686,acquaintance
2488,2209,friend
2810,1290,acquaintance
1511,189,friend
1520,1012,friend
2219,1213,acquaintance
1828,642,friend
1817,466,friend
1027,2159,acquaintance
2288,1242,friend
2847,2618,friend
365,2085,acquaintance
665,1765,acquaintance
2424,1041,friend
1281,243,acquaintance
1482,2750,acquaintance
1750,2126,friend
1838,650,acquaintance
2377,2768,friend
2097,247,acquaintance
2881,2003,acquaintance
1401,2236,friend
1631,2564,friend
1520,2533,acquaintance
562,96,friend
1363,1630,acquaintance
1211,1902,acquaintance
539,956,friend
2085,761,acquaintance
1507,1211,friend
1796,2464,acquaintance
2204,2924,friend
62,2592,acquaintance
289,852,acquaintance
303,1065,acquaintance
2614,2694,friend
251,1948,acquaintance
459,1854,acquaintance
2590,995,friend
174,391,best friend
1997,534,acquaintance
1223,732,acquaintance
2264,197,friend
449,2476,acquaintance
2390,2707,friend
122,1153,friend
1504,736,acquaintance
1786,2207,acquaintance
1964,2958,friend
2219,356,friend
344,2194,acquaintance
382,2307,friend
310,2883,acquaintance
2947,1505,friend
793,1563,friend
2227,1811,acquaintance
1765,2110,acquaintance
856,2534,friend
2460,2355,acquaintance
1077,1999,friend
2846,540,friend
2181,214,friend
1511,2318,friend
2277,2318,acquaintance
1430,1860,acquaintance
384,1977,acquaintance
2939,1631,acquaintance
1804,1069,acquaintance
482,1915,friend
686,1263,acquaintance
1120,2390,acquaintance
1080,2415,best friend
1335,2445,acquaintance
696,1027,friend
1921,2139,acquaintance
1502,653,acquaintance
1025,1548,friend
2836,79,acquaintance
2590,805,friend
727,1053,acquaintance
217,995,best friend
1047,901,friend
522,585,friend
177,1606,friend
2596,1517,acquaintance
2808,676,friend
1816,2958,acquaintance
2258,2973,acquaintance
2392,1307,friend
220,2321,acquaintance
547,1333,friend
800,2325,friend
2486,1838,acquaintance
831,2323,friend
1521,2635,best friend
1755,2927,best friend
2603,889,acquaintance
2024,1357,friend
1683,1438,best friend
2973,2754,friend
1630,1794,friend
2524,683,acquaintance
1776,297,acquaintance
103,2482,acquaintance
1602,1607,friend
1430,753,friend
542,814,acquaintance
683,2927,best friend
683,1448,friend
1041,1860,friend
1548,1497,acquaintance
1044,391,acquaintance
1415,2313,acquaintance
1602,2236,friend
1418,1366,friend
2189,2635,acquaintance
2940,2108,acquaintance
1861,1085,best friend
2734,2707,friend
652,2288,acquaintance
2559,1298,acquaintance
2123,978,acquaintance
2118,1460,best friend
479,2873,best friend
569,1816,acquaintance
19,2445,acquaintance
2628,2217,friend
1230,805,acquaintance
26,531,best friend
2257,1854,acquaintance
386,1825,best friend
672,1654,acquaintance
2140,1911,acquaintance
1718,2133,friend
1244,355,acquaintance
2618,2524,acquaintance
756,1896,acquaintance
2249,1645,acquaintance
1693,2460,friend
2513,2306,acquaintance
2389,1864,acquaintance
1364,460,acquaintance
1004,1185,friend
1459,2078,best friend
1393,104,acquaintance
537,1065,acquaintance
39,2002,acquaintance
1872,1654,acquaintance
1559,1631,acquaintance
2024,251,acquaintance
2268,298,acquaintance
666,2105,friend
1634,2950,friend
1783,2853,friend
297,2385,friend
1980,1479,acquaintance
1938,2690,acquaintance
353,2524,acquaintance
2227,1590,acquaintance
1674,2264,acquaintance
1832,2924,acquaintance
842,1624,acquaintance
1767,845,acquaintance
741,1786,acquaintance
1497,2668,acquaintance
1140,419,acquaintance
2281,747,acquaintance
1998,336,friend
1326,537,friend
1545,2988,best friend
584,1808,friend
2973,2617,acquaintance
1360,391,acquaintance
1861,1909,friend
1108,2821,friend
2219,569,acquaintance
2325,1864,friend
2619,2602,best friend
1881,2451,acquaintance
243,2621,acquaintance
1201,2355,acquaintance
2699,1784,acquaintance
2903,1052,acquaintance
7,1817,friend
2227,2817,acquaintance
363,650,acquaintance
495,2902,friend
2326,2395,acquaintance
2550,894,best friend
1149,2325,acquaintance
1783,1284,friend
776,668,friend
2721,2977,acquaintance
115,326,acquaintance
2324,2209,acquaintance
853,1960,friend
1162,887,acquaintance
1495,1657,best friend
534,1120,friend
2909,1102,acquaintance
1634,1507,acquaintance
2257,572,acquaintance
1204,2817,friend
522,1825,acquaintance
2024,2296,friend
1548,1713,acquaintance
2861,1241,acquaintance
86,385,acquaintance
2213,2817,acquaintance
291,1733,acquaintance
949,1155,acquaintance
1853,2390,friend
960,857,acquaintance
2727,1252,friend
1911,290,acquaintance
1948,433,acquaintance
1094,697,acquaintance
1376,173,acquaintance
1521,2331,best friend
207,2355,best friend
2601,2889,acquaintance
1394,2281,acquaintance
1832,785,acquaintance
748,642,acquaintance
2530,116,friend
1091,1120,acquaintance
244,852,acquaintance
821,1891,acquaintance
2000,842,friend
1491,2534,friend
349,403,friend
564,2191,acquaintance
417,800,friend
1151,901,friend
2836,286,acquaintance
1000,1099,acquaintance
1950,1504,friend
1804,604,acquaintance
597,2624,friend
1949,220,friend
1082,1209,acquaintance
2879,2523,best friend
2097,2530,friend
832,531,friend
220,1966,acquaintance
839,1381,best friend
2884,76,acquaintance
868,2628,acquaintance
2887,2810,friend
2940,604,friend
526,1559,acquaintance
318,2909,acquaintance
286,45,acquaintance
1480,1458,acquaintance
1401,1284,acquaintance
2668,2826,acquaintance
1234,1165,acquaintance
